Frame,middle,rear,left_hind,left_front,head,right_hind,right_front
790,"(19.0, 3790.0)","(12.42, 3731.08)","(-56.0, 3740.0)","(-34.0, 3805.0)","(13.0, 3836.0)","(49.14, 3689.31)","(70.0, 3842.0)"
791,"(18.0, 3796.0)","(13.0, 3740.0)","(-54.0, 3752.0)","(-38.0, 3805.0)","(8.0, 3840.0)","(47.0, 3690.0)","(62.0, 3860.0)"
792,"(19.0, 3804.0)","(20.0, 3748.0)","(-52.0, 3765.0)","(-36.0, 3806.0)","(8.0, 3848.0)","(50.0, 3694.0)","(50.0, 3870.0)"
793,"(19.0, 3804.0)","(20.0, 3748.0)","(-52.0, 3765.0)","(-36.0, 3806.0)","(8.0, 3848.0)","(50.0, 3694.0)","(50.0, 3870.0)"
794,"(16.0, 3808.0)","(12.0, 3754.0)","(-56.0, 3784.0)","(-34.0, 3814.0)","(6.0, 3856.0)","(50.0, 3698.0)","(52.0, 3880.0)"
795,"(16.0, 3814.0)","(12.0, 3760.0)","(-55.0, 3788.0)","(-34.0, 3816.0)","(4.0, 3860.0)","(48.0, 3703.0)","(62.0, 3884.0)"
796,"(18.0, 3820.0)","(16.0, 3767.0)","(-45.0, 3794.0)","(-34.0, 3820.0)","(9.0, 3870.0)","(51.0, 3708.0)","(62.0, 3886.0)"
797,"(14.0, 3830.0)","(14.0, 3770.0)","(-42.0, 3794.0)","(-30.0, 3824.0)","(2.0, 3876.0)","(47.83, 3719.83)","(62.0, 3886.0)"
798,"(14.0, 3834.0)","(17.0, 3777.0)","(-44.0, 3792.0)","(-30.0, 3826.0)","(2.0, 3882.0)","(46.0, 3730.0)","(62.0, 3886.0)"
799,"(14.0, 3834.0)","(17.0, 3777.0)","(-44.0, 3792.0)","(-30.0, 3826.0)","(2.0, 3882.0)","(46.0, 3730.0)","(62.0, 3886.0)"
800,"(14.0, 3838.0)","(16.0, 3780.67)","(-42.0, 3792.0)","(-28.0, 3831.0)","(4.0, 3886.0)","(45.0, 3744.0)","(57.0, 3886.0)"
801,"(14.0, 3838.0)","(15.0, 3784.33)","(-42.0, 3792.0)","(-28.0, 3831.0)","(4.0, 3886.0)","(45.0, 3744.0)","(57.0, 3886.0)"
802,"(11.0, 3848.0)","(14.0, 3788.0)","(-40.0, 3792.0)","(-36.0, 3842.0)","(4.0, 3892.0)","(46.0, 3750.0)","(54.0, 3890.0)"
803,"(11.0, 3852.0)","(18.0, 3796.0)","(-40.0, 3792.0)","(-42.0, 3858.0)","(-2.0, 3897.0)","(48.67, 3767.17)","(54.0, 3890.0)"
804,"(12.0, 3858.0)","(18.67, 3800.67)","(-40.0, 3792.0)","(-49.0, 3868.0)","(1.0, 3902.0)","(56.0, 3800.0)","(48.0, 3888.0)"
805,"(12.0, 3858.0)","(19.33, 3805.33)","(-40.0, 3792.0)","(-46.0, 3869.0)","(1.0, 3902.0)","(51.94, 3784.03)","(48.0, 3888.0)"
806,"(9.0, 3864.0)","(20.0, 3810.0)","(-36.0, 3792.0)","(-49.0, 3878.0)","(0.0, 3908.0)","(52.0, 3788.0)","(46.0, 3888.0)"
807,"(6.0, 3868.0)","(24.0, 3820.0)","(-35.0, 3792.0)","(-50.5, 3895.5)","(2.0, 3914.0)","(55.99, 3805.34)","(44.0, 3884.0)"
808,"(-2.0, 3876.0)","(17.0, 3826.0)","(-36.0, 3792.0)","(-54.0, 3918.0)","(2.0, 3920.0)","(60.0, 3808.0)","(42.0, 3882.0)"
809,"(-2.0, 3884.0)","(20.0, 3838.0)","(-36.0, 3792.0)","(-50.58, 3923.58)","(6.0, 3928.0)","(62.0, 3826.0)","(38.0, 3882.0)"
810,"(-4.0, 3890.0)","(16.0, 3844.0)","(-38.0, 3794.0)","(-49.0, 3956.0)","(6.0, 3932.0)","(70.0, 3838.0)","(33.0, 3880.0)"
811,"(-4.0, 3890.0)","(16.0, 3844.0)","(-38.0, 3794.0)","(-49.0, 3956.0)","(6.0, 3932.0)","(70.0, 3838.0)","(33.0, 3880.0)"
812,"(0.0, 3895.0)","(14.0, 3842.0)","(-38.0, 3796.0)","(-46.0, 3968.0)","(11.0, 3938.0)","(76.0, 3852.0)","(26.0, 3880.0)"
813,"(-6.0, 3900.0)","(11.0, 3850.0)","(-34.0, 3798.0)","(-40.0, 3977.0)","(11.0, 3943.0)","(65.0, 3857.5)","(26.0, 3888.0)"
814,"(-4.0, 3902.0)","(-2.0, 3842.0)","(-38.0, 3796.0)","(-38.0, 3986.0)","(7.0, 3946.0)","(64.0, 3872.0)","(37.67, 3888.33)"
815,"(0.0, 3907.0)","(2.0, 3844.0)","(-36.0, 3806.0)","(-34.0, 3993.0)","(12.0, 3953.0)","(60.0, 3875.0)","(48.0, 3894.0)"
816,"(0.0, 3912.0)","(6.0, 3856.0)","(-35.0, 3814.0)","(-34.0, 3994.0)","(12.0, 3958.0)","(59.0, 3876.0)","(45.0, 3894.0)"
817,"(0.0, 3922.0)","(2.0, 3862.0)","(-32.0, 3818.0)","(-38.0, 3994.0)","(19.0, 3968.0)","(60.0, 3876.0)","(42.0, 3904.0)"
818,"(3.0, 3926.0)","(3.0, 3873.0)","(-28.0, 3825.0)","(-33.0, 3996.0)","(14.0, 3972.0)","(53.17, 3877.33)","(42.0, 3910.0)"
819,"(3.0, 3926.0)","(3.0, 3873.0)","(-28.0, 3825.0)","(-34.0, 3996.0)","(14.0, 3972.0)","(55.53, 3877.22)","(42.0, 3910.0)"
820,"(9.0, 3930.0)","(2.0, 3866.0)","(-32.0, 3830.0)","(-38.0, 3994.0)","(16.0, 3976.0)","(52.0, 3882.0)","(44.0, 3914.0)"
821,"(12.0, 3935.0)","(8.0, 3882.0)","(-28.0, 3838.0)","(-38.0, 3994.0)","(18.0, 3984.0)","(54.0, 3880.0)","(44.0, 3920.0)"
822,"(12.0, 3940.0)","(5.0, 3890.0)","(-34.0, 3848.0)","(-38.0, 3994.0)","(18.0, 3988.0)","(44.0, 3884.0)","(49.33, 3939.67)"
823,"(13.0, 3946.0)","(10.0, 3894.0)","(-38.0, 3860.0)","(-38.0, 3996.0)","(14.0, 3998.0)","(45.0, 3884.0)","(56.0, 3966.0)"
824,"(17.0, 3954.0)","(14.0, 3902.0)","(-41.33, 3869.0)","(-34.0, 3996.0)","(12.0, 4004.0)","(53.0, 3875.0)","(60.0, 3978.0)"
825,"(17.0, 3954.0)","(14.0, 3902.0)","(-46.0, 3884.0)","(-34.0, 3996.0)","(12.0, 4004.0)","(53.0, 3875.0)","(60.0, 3978.0)"
826,"(19.0, 3966.0)","(12.0, 3911.0)","(-56.0, 3900.0)","(-34.0, 3996.0)","(15.0, 4010.0)","(51.0, 3878.0)","(66.0, 3996.0)"
827,"(20.0, 3972.0)","(9.0, 3912.0)","(-54.0, 3914.0)","(-38.0, 3994.0)","(14.0, 4016.0)","(49.33, 3880.5)","(66.0, 4014.0)"
828,"(20.0, 3979.0)","(10.0, 3920.0)","(-53.0, 3930.0)","(-36.0, 3994.0)","(12.0, 4024.0)","(48.0, 3878.0)","(70.0, 4030.0)"
829,"(19.0, 3986.0)","(18.0, 3933.0)","(-52.0, 3942.0)","(-36.0, 3994.0)","(12.0, 4030.0)","(49.0, 3880.0)","(60.33, 4035.0)"
830,"(22.0, 3992.0)","(18.0, 3938.0)","(-56.0, 3954.0)","(-37.0, 3996.0)","(10.0, 4038.0)","(48.0, 3880.0)","(49.0, 4060.0)"
831,"(22.0, 3992.0)","(18.0, 3938.0)","(-56.0, 3954.0)","(-35.0, 3996.0)","(10.0, 4038.0)","(48.0, 3880.0)","(49.0, 4060.0)"
832,"(15.0, 3996.0)","(14.0, 3944.0)","(-56.0, 3972.0)","(-34.0, 4004.0)","(5.0, 4044.0)","(50.0, 3886.0)","(54.0, 4070.0)"
833,"(16.0, 4004.0)","(13.0, 3950.0)","(-50.0, 3978.0)","(-38.0, 4004.0)","(5.0, 4050.0)","(50.0, 3894.0)","(58.0, 4074.0)"
834,"(20.0, 4010.0)","(20.0, 3956.0)","(-50.0, 3982.0)","(-31.0, 4009.0)","(6.0, 4058.0)","(56.0, 3898.0)","(58.0, 4076.0)"
835,"(12.0, 4018.0)","(18.0, 3956.0)","(-46.0, 3982.0)","(-30.0, 4014.0)","(0.0, 4064.0)","(49.0, 3909.0)","(58.0, 4076.0)"
836,"(10.0, 4023.0)","(17.0, 3967.0)","(-42.0, 3982.0)","(-34.0, 4014.0)","(4.0, 4072.0)","(49.0, 3911.5)","(60.0, 4078.0)"
837,"(10.0, 4023.0)","(17.0, 3967.0)","(-42.0, 3982.0)","(-34.0, 4014.0)","(4.0, 4072.0)","(46.0, 3918.0)","(60.0, 4078.0)"
838,"(14.0, 4028.0)","(22.0, 3972.0)","(-40.0, 3982.0)","(-30.0, 4020.0)","(5.0, 4075.0)","(47.0, 3932.0)","(60.0, 4078.0)"
839,"(14.0, 4028.0)","(22.0, 3972.0)","(-40.0, 3982.0)","(-30.0, 4020.0)","(5.0, 4075.0)","(47.0, 3932.0)","(58.0, 4078.0)"
840,"(11.0, 4037.0)","(19.0, 3979.0)","(-38.0, 3982.0)","(-34.0, 4032.0)","(4.0, 4081.0)","(47.0, 3940.0)","(54.0, 4078.0)"
841,"(8.0, 4040.0)","(16.0, 3986.0)","(-39.0, 3982.0)","(-40.0, 4047.0)","(-4.0, 4086.0)","(50.17, 3951.33)","(51.0, 4078.0)"
842,"(12.0, 4046.0)","(18.0, 3990.67)","(-38.0, 3982.0)","(-46.0, 4059.0)","(-4.0, 4090.0)","(54.0, 3962.0)","(48.0, 4078.0)"
843,"(12.0, 4046.0)","(20.0, 3995.33)","(-36.0, 3982.0)","(-46.0, 4059.0)","(-4.0, 4090.0)","(54.0, 3962.0)","(48.0, 4078.0)"
844,"(10.0, 4052.0)","(22.0, 4000.0)","(-40.0, 3980.0)","(-46.0, 4068.0)","(0.0, 4096.0)","(54.19, 3981.39)","(44.0, 4078.0)"
845,"(0.0, 4058.0)","(20.0, 4006.0)","(-38.0, 3980.0)","(-50.5, 4085.5)","(6.0, 4104.0)","(56.0, 4014.0)","(46.0, 4074.0)"
846,"(0.0, 4066.0)","(17.0, 4016.0)","(-36.0, 3981.0)","(-58.0, 4108.0)","(6.0, 4110.0)","(62.0, 3998.0)","(42.0, 4072.0)"
847,"(-2.0, 4073.0)","(18.0, 4022.0)","(-40.0, 3980.0)","(-50.75, 4113.58)","(4.0, 4116.0)","(63.0, 4016.0)","(40.0, 4072.0)"
848,"(-1.0, 4081.0)","(15.0, 4033.0)","(-38.0, 3984.0)","(-48.0, 4146.0)","(6.0, 4122.0)","(70.0, 4028.0)","(34.0, 4070.0)"
849,"(-1.0, 4081.0)","(16.0, 4028.0)","(-38.0, 3984.0)","(-48.0, 4146.0)","(6.0, 4122.0)","(70.0, 4028.0)","(34.0, 4070.0)"
850,"(-2.0, 4084.0)","(16.0, 4036.0)","(-40.0, 3984.0)","(-48.0, 4156.0)","(6.0, 4126.0)","(78.0, 4042.0)","(27.0, 4070.0)"
851,"(-4.0, 4089.0)","(12.0, 4034.0)","(-36.0, 3988.0)","(-41.0, 4166.0)","(8.0, 4132.0)","(64.83, 4047.33)","(26.0, 4077.0)"
852,"(2.0, 4096.0)","(9.0, 4039.0)","(-36.0, 3994.0)","(-36.0, 4182.0)","(10.0, 4142.0)","(60.0, 4064.0)","(45.0, 4083.0)"
853,"(-2.0, 4100.0)","(6.0, 4044.0)","(-33.0, 4002.0)","(-36.0, 4183.0)","(12.0, 4146.0)","(60.0, 4064.0)","(46.0, 4084.0)"
854,"(0.0, 4110.0)","(2.0, 4052.0)","(-32.0, 4006.0)","(-40.0, 4182.0)","(19.0, 4156.0)","(54.0, 4064.0)","(43.0, 4094.0)"
855,"(6.0, 4115.0)","(8.0, 4064.0)","(-27.0, 4014.0)","(-40.0, 4182.0)","(14.0, 4160.0)","(49.0, 4068.33)","(43.0, 4100.0)"
856,"(6.0, 4115.0)","(8.0, 4064.0)","(-27.0, 4014.0)","(-40.0, 4182.0)","(14.0, 4160.0)","(34.0, 4074.0)","(43.0, 4100.0)"
857,"(5.0, 4118.0)","(5.5, 4067.0)","(-30.0, 4018.0)","(-34.0, 4183.0)","(14.0, 4164.0)","(52.0, 4070.0)","(44.0, 4102.0)"
858,"(13.0, 4124.0)","(3.0, 4070.0)","(-34.0, 4026.0)","(-34.0, 4183.0)","(17.0, 4172.0)","(53.0, 4068.0)","(43.0, 4108.0)"
859,"(14.0, 4129.0)","(4.0, 4078.0)","(-34.0, 4036.0)","(-38.0, 4182.0)","(21.0, 4177.0)","(52.0, 4067.0)","(50.0, 4127.83)"
860,"(14.0, 4135.0)","(5.0, 4084.0)","(-38.0, 4048.0)","(-38.0, 4184.0)","(14.0, 4186.0)","(54.0, 4063.0)","(60.0, 4153.0)"
861,"(16.0, 4142.0)","(12.0, 4092.0)","(-42.0, 4057.33)","(-38.0, 4184.0)","(17.0, 4194.0)","(52.0, 4064.0)","(60.0, 4166.0)"
862,"(16.0, 4142.0)","(12.0, 4092.0)","(-46.0, 4072.0)","(-38.0, 4184.0)","(17.0, 4194.0)","(52.0, 4064.0)","(60.0, 4166.0)"
863,"(18.0, 4154.0)","(12.0, 4094.0)","(-54.0, 4090.0)","(-38.0, 4184.0)","(13.0, 4198.0)","(48.0, 4066.0)","(70.0, 4182.0)"
864,"(20.0, 4160.0)","(12.0, 4096.0)","(-50.0, 4104.0)","(-36.0, 4183.0)","(12.0, 4204.0)","(52.0, 4068.0)","(70.0, 4202.0)"
865,"(19.0, 4168.0)","(11.0, 4112.0)","(-56.0, 4118.0)","(-34.0, 4183.0)","(13.0, 4214.0)","(52.0, 4067.0)","(68.0, 4219.0)"
866,"(19.0, 4174.0)","(14.5, 4119.0)","(-52.0, 4130.0)","(-37.0, 4183.0)","(8.0, 4218.0)","(48.0, 4068.0)","(62.67, 4223.5)"
867,"(19.0, 4182.0)","(18.0, 4126.0)","(-56.0, 4142.0)","(-38.0, 4184.0)","(8.0, 4226.0)","(48.0, 4070.0)","(54.0, 4250.0)"
868,"(19.0, 4182.0)","(18.0, 4126.0)","(-56.0, 4142.0)","(-38.0, 4184.0)","(8.0, 4226.0)","(48.0, 4070.0)","(54.0, 4250.0)"
869,"(18.0, 4186.0)","(12.0, 4132.0)","(-53.17, 4152.0)","(-34.0, 4192.0)","(9.0, 4234.0)","(50.0, 4076.0)","(54.0, 4258.0)"
870,"(19.0, 4193.0)","(12.0, 4138.0)","(-54.0, 4166.0)","(-38.0, 4192.0)","(4.0, 4238.0)","(50.0, 4080.0)","(56.0, 4262.0)"
871,"(20.0, 4198.0)","(16.0, 4138.0)","(-47.0, 4170.0)","(-36.0, 4198.0)","(9.0, 4248.0)","(54.0, 4086.0)","(58.0, 4264.0)"
872,"(17.0, 4208.0)","(16.0, 4144.0)","(-42.0, 4172.0)","(-30.0, 4202.0)","(5.0, 4254.0)","(48.0, 4100.0)","(60.0, 4264.0)"
873,"(9.0, 4210.0)","(17.0, 4155.0)","(-44.0, 4170.0)","(-26.0, 4203.0)","(2.0, 4260.0)","(46.0, 4106.0)","(60.0, 4266.0)"
874,"(9.0, 4210.0)","(17.0, 4155.0)","(-44.0, 4170.0)","(-26.0, 4203.0)","(2.0, 4260.0)","(46.0, 4106.0)","(60.0, 4266.0)"
875,"(18.0, 4216.0)","(16.5, 4157.5)","(-42.0, 4170.0)","(-30.0, 4209.0)","(4.0, 4264.0)","(46.0, 4121.0)","(58.0, 4266.0)"
876,"(18.0, 4216.0)","(16.0, 4160.0)","(-42.0, 4170.0)","(-30.0, 4209.0)","(4.0, 4264.0)","(46.0, 4121.0)","(58.0, 4266.0)"
877,"(11.0, 4226.0)","(17.0, 4167.5)","(-39.0, 4170.0)","(-36.0, 4220.0)","(4.0, 4270.0)","(46.0, 4128.0)","(56.0, 4268.0)"
878,"(8.0, 4228.0)","(18.0, 4175.0)","(-40.0, 4170.0)","(-42.0, 4236.0)","(-4.0, 4274.0)","(49.0, 4139.67)","(56.0, 4268.0)"
879,"(12.0, 4235.0)","(19.33, 4179.33)","(-39.0, 4170.0)","(-46.0, 4248.0)","(-2.0, 4279.0)","(52.0, 4150.0)","(48.0, 4266.0)"
880,"(15.0, 4236.0)","(20.67, 4183.67)","(-39.0, 4170.0)","(-46.0, 4248.0)","(-2.0, 4279.0)","(52.0, 4150.0)","(48.0, 4266.0)"
881,"(8.0, 4241.0)","(22.0, 4188.0)","(-38.0, 4170.0)","(-48.0, 4256.0)","(0.0, 4285.0)","(56.0, 4168.0)","(45.0, 4264.0)"
882,"(0.0, 4248.0)","(24.0, 4198.0)","(-34.0, 4170.0)","(-51.5, 4274.0)","(2.0, 4292.0)","(55.0, 4176.33)","(46.0, 4262.0)"
883,"(-2.0, 4254.0)","(26.0, 4206.0)","(-36.0, 4170.0)","(-60.0, 4296.0)","(2.0, 4298.0)","(60.0, 4186.0)","(42.0, 4260.0)"
884,"(-3.0, 4262.0)","(18.0, 4216.0)","(-38.0, 4170.0)","(-52.25, 4301.67)","(9.0, 4306.0)","(62.0, 4204.0)","(38.0, 4260.0)"
885,"(0.0, 4269.0)","(16.0, 4222.0)","(-38.0, 4172.0)","(-49.0, 4334.0)","(6.0, 4310.0)","(70.0, 4216.0)","(34.0, 4258.0)"
886,"(0.0, 4269.0)","(16.0, 4222.0)","(-38.0, 4172.0)","(-49.0, 4334.0)","(6.0, 4310.0)","(70.0, 4216.0)","(34.0, 4258.0)"
887,"(2.0, 4272.0)","(14.0, 4215.0)","(-38.0, 4174.0)","(-48.0, 4344.0)","(11.0, 4316.0)","(62.5, 4228.0)","(26.0, 4258.0)"
888,"(-6.0, 4277.0)","(12.0, 4228.0)","(-34.0, 4176.0)","(-41.0, 4354.0)","(6.0, 4320.0)","(51.0, 4247.0)","(26.0, 4266.0)"
889,"(-2.0, 4282.0)","(6.0, 4228.0)","(-34.0, 4178.0)","(-39.0, 4365.0)","(8.0, 4326.0)","(65.38, 4235.25)","(21.0, 4270.0)"
